text,label,clean_tweet
@user you used to be the shit but now you ain't shit bitch,1,use shit not shit bitch
@user @user @user he's a beaner not a nigga,1,beaner not nigga
@user some these bitches got birkins and don't even have cars on the island.. let alone furniture,1,bitch get birkins not even car island let alone furniture
"@user where'd you get the beauty scar tough guy, eating pussy .. scarface",1,whered get beauty scar tough guy eat pussy scarface
@user jen bitch daquan dropped your kids off today keisha bitch i don't got kids jen not no more bitch i swallowed em,1,jen bitch daquan drop kid today keisha bitch not get kid jen not no bitch swallow em
@user gt these bitches,1,gt bitch
@user these hoes got no chill,1,hoe get no chill
"@user like, when you're a hoe, how do u sleep at night?",1,like hoe u sleep night
"@user update collegian dressed as yellow teletubby will face charges for break in, theft of chinese food leftovers...",0,update collegian dress yellow teletubby face charge break theft chinese food leftover
@user icepick punk bitch blood in the mosh pit,1,icepick punk bitch blood mosh pit
@user when i throw away paperball perfectly into the trash can,0,throw away paperball perfectly trash
@user @user somebody find this bitch amp fuck her. she ain't had no good dick fucking with this fat nigga.,1,somebody find bitch fuck not no good dick fuck fat nigga
@user bad bitches get in free night at weenie hut jrs,1,bad bitch get free night weenie hut jr
@user hoes on my jitterbug,1,hoe jitterbug
@user need a bad bitch who knows how 2 treat a pokemon master right,1,need bad bitch know 2 treat pokemon master right
@user that bitch ain't loyal.,1,bitch not loyal
@user i have never screamed so much like a little bitch just from a fucking video game im leaving earth i g g bye,1,never scream much like little bitch fuck video game im leave earth g g bye
@user charles manson's fiancee will have a difficult time planning their honeymoon. charlie can't surf.,1,charles manson fiancee difficult time plan honeymoon charlie not surf
@user fuck you say bitch? i will kill you,1,fuck say bitch kill
"@user bitches hanging in the salty spatoon, tweetin y can't i find a good guy",1,bitch hang salty spatoon tweetin not find good guy
@user you guys are all the best @user @user @user @user @user love you nig nogs indyfam,1,guy best love nig nog indyfam
@user recent studies have shown that ur a lil bitch,1,recent study show ur lil bitch
@user happy teen wolf! here's me with @user getting ready to bitch slap a berzerker,1,happy teen wolf get ready bitch slap berzerker
"@user merry christmas, everyone! unless you're a fucking bitch then literally just go.",1,merry christmas everyone unless fucking bitch literally go
@user how much coke did charlie sheen do?.. enough to kill two and a half men i guess,0,much coke charlie sheen enough kill two half men guess
@user fixitjesus 128588 8220 @user this bitch is the nugget filling at mcdonald's,1,fixitjesus bitch nugget filling mcdonalds
@user claw that ass! @user when u see that bitch who was talkin shit on twitter in public...,1,claw u see bitch talkin shit twitter public
"@user one, two, three, four, how many niggers are in my store?",1,one two three four many nigger store
@user this is the life nigger,1,life nigger
@user what bitch tried to kill kendrick lamar's vibe?,1,bitch try kill kendrick lamars vibe
@user @user california's biggest retards. don't forget about holy who just released an amazing ep.,1,california big retard not forget holy release amazing ep
@user @user nigger a fully grown niglet,1,nigger fully grown niglet
@user ur typical twitter hoe,1,ur typical twitter hoe
"@user 1, 2, 3, 4... how many niggers are in my store, i knooooooow your stealing! 128514 128514 128514",1,1 2 3 4 many nigger store knooooooow stealing
"@user on this usmnt day 2014, the yanks advanced out of the groupofdeath despite a 0 1 loss to ger.",0,usmnt day yank advance groupofdeath despite 0 1 loss ger
@user i don't know why i go on that pancake face bitchs twitter. she gets me tight every time,1,not know go pancake face bitch twitter get tight every time
@user my body thought we'd get an extra hr sleep but my brain decided to wake up 2 hrs earlier. my brains a bitch.,1,body think would get extra hr sleep brain decide wake 2 hr earlier brain bitch
@user charlie rangel on gop they 'believe slavery isn't over' rangel is a flagrant tax evader and racist,0,charlie rangel gop believe slavery not rangel flagrant tax evader racist
@user if i was obama id call a press conference amp slit joe bidens neck on live tv just 2 show these crackers i mean business 8230,1,obama id call press conference slit joe bidens neck live tv 2 show cracker mean business
@user thank you one a day for making your vitamins the size of a fucking twinkie. i love giving myself the heimlich maneuver every mo 8230,1,thank one day make vitamin size fucking twinkie love give heimlich maneuver every mo
@user none of my bitches judge me they love me 128524 don't think they would like me if i was any other way,1,none bitch judge love not think would like way
@user bitches be like 9749 128056 but still be in everybody's business,1,bitch like still everybodys business
@user some girls be using halloween as an excuse to act like hoes and get away with it smh,1,girl use halloween excuse act like hoe get away smh
@user i aint gonna text first cus pride bitch,1,aint go text first cu pride bitch
@user if we date u don't even gotta worry bout me talking to other hoes cus i ain't got any,1,date u not even get worry bout talk hoe cus not get
@user she said 8220 i want a man who can pick me up during sex 8221 bitch you lucky i picked you up at all gas prices high as hell,1,say want man pick sex bitch lucky pick gas price high hell
@user side hoe let 8217 s make us official me,1,side hoe let make u official
@user did those bitches from frozen ever build a snowman?,1,bitch frozen ever build snowman
@user draya really out catching a tan while her son looking out the window like the ikea monkey while everybody trick or treati 8230,0,draya really catch tan son look window like ikea monkey everybody trick treati
@user @user 8220 @user my type a bitch 128525 128525 128553 lmao yass,1,type bitch lmao yass
@user girls go talk to your other hoes game too strong,1,girl go talk hoes game strong
@user we live in a world full of unloyal hoes amp ugly niggas asking for hugs,1,live world full unloyal hoe ugly niggas ask hug
@user when u with yo main bitch and you see yo side bitch in public,1,u yo main bitch see yo side bitch public
@user in other news your bitch cook for me.,1,news bitch cook
@user flappy bird is taking over my life. i can hear the bird crashing every time something goes wrong.,0,flappy bird take life hear bird crash every time something go wrong
@user this bitch got the itunes terms and conditions tattooed on her,1,bitch get itunes term condition tattoo
@user sen. harry reid lists all the things republicans have blocked in the senate via @user he is ho 8230,0,sen harry reid list thing republican block senate via ho
@user @user well we sure as heck know how to read. i'm reading the trash right now and almost everything i've heard on the web 8230,0,well sure heck know read read trash right almost everything hear web
@user suck my duck thot lol looks like ur autocorrect changed dick to duck i meant what i said bitch,1,suck duck thot lol look like ur autocorrect change dick duck mean say bitch
@user @user 6 god by drake is trash thank you,1,6 god drake trash thank
"@user black girls have never been into me. i guess cause i don't call them hoes, sell drug's or shoot niggas o well.",1,black girl never guess cause not call hoe sell drug shoot nigga well
@user @user y'all boyz was fried! fuck dat pussy nigga in the blue doe,1,yall boyz fry fuck dat pussy nigga blue doe
"@user prediction obama will leave the democratic party in shambles 128563 oh gosh, i hope so 128591 128079 128074 128170 128077 payback really is a bitch",1,prediction obama leave democratic party shamble oh gosh hope payback really bitch
@user @user mean girls are just honest bitches. truth @user,1,mean girl honest bitch truth
@user which world cup teams are jihadis rooting for? @user @user,0,world cup team jihadis root
"@user everyone always says girls are really bitchy, no. some boys are fucking inconsiderate bitchy cunts it is actually disgu 8230",1,everyone always say girl really bitchy no boy fuck inconsiderate bitchy cunt actually disgu
"@user china's bird flu outbreak 3 good signs, 3 bad signs and 3 very bad signs",0,china bird flu outbreak 3 good sign 3 bad sign 3 bad sign
@user ane is a cunt,1,ane cunt
@user why y'all hoes in such a hurry to be single mothers?,1,yall hoe hurry single mother
@user fake bitch hey girl me 128133,1,fake bitch hey girl
@user just me or are there a lot of tweets from media tonight about election night food??!! for the record cheese amp crackers @user 8230,0,lot tweet medium tonight election night food record cheese cracker
@user last thought before bed in '92 we had a mock election in 3rd grade and i voted for perot. maybe i related to his rea 8230,0,last think bed 92 mock election 3rd grade vote perot maybe relate rea
